id,message,original,genre,event,split,target_label,clean_text,text_length,word_count
18705,"""It was very windy and there were heavy thunderstorms.",,news,,training,Irrelevant,it was very windy and there were heavy thunderstorms.,53,9
18706,Food interventions to the vulnerable households in these areas have dropped following the collapsed bridge connecting southern Sudan and Kenya.,,news,,training,Irrelevant,food interventions to the vulnerable households in these areas have dropped following the collapsed bridge connecting southern sudan and kenya.,143,20
18707,**Nigeria's two main presidential candidates have signed an agreement to prevent violence in tightly contested elections due on Saturday.,,news,,training,Irrelevant,nigeria's two main presidential candidates have signed an agreement to prevent violence in tightly contested elections due on saturday.,135,19
18710,"The International Center for Biosaline Agriculture, based in the United Arab Emirates, will provide apprenticeships for farmers to improve their basic skills in designing and operating improved irrigation systems suitable for saline soils and water.",,news,,training,Irrelevant,"the international center for biosaline agriculture, based in the united arab emirates, will provide apprenticeships for farmers to improve their basic skills in designing and operating improved irrigation systems suitable for saline soils and water.",249,35
18711,"If this forecast holds true, very beneficial relief will occur, though if dryness continues, the situation will deteriorate further due to the normally short rainy season.",,news,,training,Situational Awareness,"if this forecast holds true, very beneficial relief will occur, though if dryness continues, the situation will deteriorate further due to the normally short rainy season.",171,26
18712,"The foehn phenomenon, a rare warm dry wind triggered by Sinlaku, swept through Taitung County from Saturday noon to Sunday morning, lasting about 18 hours.",,news,,training,Situational Awareness,"the foehn phenomenon, a rare warm dry wind triggered by sinlaku, swept through taitung county from saturday noon to sunday morning, lasting about 18 hours.",155,25
18714,Coal production in Dorli-I and II opencast mines in Kasipet mandal came to a standstill in the last two days with the rain water entering the opencast mines.,,news,,training,Situational Awareness,coal production in dorli-i and ii opencast mines in kasipet mandal came to a standstill in the last two days with the rain water entering the opencast mines.,157,28
18715,Patients with mild conditions have been discharged and those with severe conditions have been transported to safety.,,news,,training,Irrelevant,patients with mild conditions have been discharged and those with severe conditions have been transported to safety.,116,17
18716,"He reported that the recovery efforts have been dramatic, with electricity and water restored to most areas, thanks to the determination of those living in the affected zones.",,news,,training,Irrelevant,"he reported that the recovery efforts have been dramatic, with electricity and water restored to most areas, thanks to the determination of those living in the affected zones.",175,28
18717,Ethiopians generally are constrained to the consumption of the commonly cultivated crops and neglect wild plants like Amaranthus and Solanium khasianum which have clearly demonstrated their production potential in pocket areas of the country.,,news,,training,Irrelevant,ethiopians generally are constrained to the consumption of the commonly cultivated crops and neglect wild plants like amaranthus and solanium khasianum which have clearly demonstrated their production potential in pocket areas of the country.,242,34
18720,"The last official estimate several weeks ago said the floods had caused $4.8 billion in damage, had cut the summer grain harvest by 11 million tonnes from last year's and shaved 0.4 percentage point off first-half economic performance.",,news,,training,Situational Awareness,"the last official estimate several weeks ago said the floods had caused 4.8 billion in damage, had cut the summer grain harvest by 11 million tonnes from last year's and shaved 0.4 percentage point off first-half economic performance.",234,38
18721,"The rainfall deficits of 200 to 600+ mm caused massive crop losses, crop failures, degraded pastures and reduced water supplies.",,news,,training,Situational Awareness,"the rainfall deficits of 200 to 600 mm caused massive crop losses, crop failures, degraded pastures and reduced water supplies.",127,20
18722,"The total value of the cargo estimated $140,000, includes tents, plastic for shelter and basic construction, blankets, water storage tanks, jerry cans for distribution and transportation of drinkable water, water purification equipment, health kits, transport equipment, sanitation equipment, communication equipment and kitchen/cooking kits for distribution to the most needy families who lost all of their possessions including the most basic of cooking utensils.",,news,,training,Irrelevant,"the total value of the cargo estimated 140,000, includes tents, plastic for shelter and basic construction, blankets, water storage tanks, jerry cans for distribution and transportation of drinkable water, water purification equipment, health kits, transport equipment, sanitation equipment, communication equipment and kitchen cooking kits for distribution to the most needy families who lost all of their possessions including the most basic of cooking utensils.",464,64
18723,"In addition to the scholarship program, IMC's primary health care team members are providing clinical clerkships for these students so that they are not forced to leave the area for their training.",,news,,training,Irrelevant,"in addition to the scholarship program, imc's primary health care team members are providing clinical clerkships for these students so that they are not forced to leave the area for their training.",197,32
18724,"With climate change affecting weather patterns around the world, including in Sri Lanka, farmers have now been receiving rude weather surprises as well.",,news,,training,Situational Awareness,"with climate change affecting weather patterns around the world, including in sri lanka, farmers have now been receiving rude weather surprises as well.",152,23
18725,The beneficiaries have not received fishing boats from the government or other organisations and have been subsisting on food and cash handouts since the tsunami struck.,,news,,training,Situational Awareness,the beneficiaries have not received fishing boats from the government or other organisations and have been subsisting on food and cash handouts since the tsunami struck.,169,26
18726,"Relief agencies and the Pakistani Military, aided by an unusually mild winter, were successful in meeting the short term need to protect people during the harshest winter months.",,news,,training,Situational Awareness,"relief agencies and the pakistani military, aided by an unusually mild winter, were successful in meeting the short term need to protect people during the harshest winter months.",178,28
18727,It was believed to be the coldest temperature the country has seen since 1968.,,news,,training,Situational Awareness,it was believed to be the coldest temperature the country has seen since 1968.,78,14
18730,"Three firefighting helicopters Ka-32 and one Mi-26 are ready to fight fires in Shaturskiy, Yegoryevskiy and Orekhovo-Zuevo Regions. Australia's representative welcomed that IAEA's Director General had quickly set up a task force to enhance response capacities to outbreaks of zoonotic diseases, including the Ebola virus. Meanwhile, in Jakarta, incessant rain and high tides inundated several subdistricts in North and West Jakarta, the Jakarta Regional Disaster Mitigation Agency (BPBD) spokesman, Bambang Surya Putra, said on Friday. In the epicentral region of this earthquake, the Australian plate moves northwestwards with respect to the Sunda Plate at a rate of approximately 65 mm/yr. The south and centre of Mozambique have been affected over the last few days by a cold front that has brought thundery showers, particularly in coastal areas. Those living within the mountain range will be more exposed to cold conditions with possible snowfall, while others further into the valley will experience milder temperatures. Northwestern Rajshahi suffered the lowest temperatures in Bangladesh, plunging to 3.4 degrees Celsius (38 Fahrenheit) January 22. Strong wind, hailstorm and rain hit several municipalities of eastern Georgian region of Kakheti late on Monday. The northern mountainous regions normally receive 25% of total snowfall in the months of December and January, whereas only a quarter of it was recorded in these months. In most of the country planning for cold weather preparedness seems to be concluding in positive coordination efforts on the part of the NGOs as well as the UN. Jeremy Hobbs, Commnity Aid Abroad-Oxfam Australia's Executive Director said: Australians are well aware of the effects of devastating floods.",,news,,training,Situational Awareness,"three firefighting helicopters ka-32 and one mi-26 are ready to fight fires in shaturskiy, yegoryevskiy and orekhovo-zuevo regions. australia's representative welcomed that iaea's director general had quickly set up a task force to enhance response capacities to outbreaks of zoonotic diseases, including the ebola virus. meanwhile, in jakarta, incessant rain and high tides inundated several subdistricts in north and west jakarta, the jakarta regional disaster mitigation agency bpbd spokesman, bambang surya putra, said on friday. in the epicentral region of this earthquake, the australian plate moves northwestwards with respect to the sunda plate at a rate of approximately 65 mm yr. the south and centre of mozambique have been affected over the last few days by a cold front that has brought thundery showers, particularly in coastal areas. those living within the mountain range will be more exposed to cold conditions with possible snowfall, while others further into the valley will experience milder temperatures. northwestern rajshahi suffered the lowest temperatures in bangladesh, plunging to 3.4 degrees celsius 38 fahrenheit january 22. strong wind, hailstorm and rain hit several municipalities of eastern georgian region of kakheti late on monday. the northern mountainous regions normally receive 25 of total snowfall in the months of december and january, whereas only a quarter of it was recorded in these months. in most of the country planning for cold weather preparedness seems to be concluding in positive coordination efforts on the part of the ngos as well as the un. jeremy hobbs, commnity aid abroad-oxfam australia's executive director said australians are well aware of the effects of devastating floods.",1737,264
18731,"All informants pointed out that for more than 30 months neither the main gu rainy season in April/Mai/ June, nor the small deyr rainy season (October-December) have yielded any sizeable amount of water.",,news,,training,Situational Awareness,"all informants pointed out that for more than 30 months neither the main gu rainy season in april mai june, nor the small deyr rainy season october-december have yielded any sizeable amount of water.",199,34
18732,"Most years, floods wreak havoc in the state, leaving a trail of destruction and killing hundreds of people.",,news,,training,Critical Rescue,"most years, floods wreak havoc in the state, leaving a trail of destruction and killing hundreds of people.",107,18
18733,The No. 8 Northeast Gale or storm signal was issued at 5.55pm yesterday (September 14) and was replaced by Southeast gale and storm signal at 12.35am today (September 15).,,news,,training,Situational Awareness,the no. 8 northeast gale or storm signal was issued at 5.55pm yesterday september 14 and was replaced by southeast gale and storm signal at 12.35am today september 15 .,168,30
18734,Of particular concern are the Shabelle Valley and parts of the Juba riverine area where the start of the season was delayed and crop germination has been poor.,,news,,training,Irrelevant,of particular concern are the shabelle valley and parts of the juba riverine area where the start of the season was delayed and crop germination has been poor.,159,28
18735,"Vaccinations against A(H1N1) influenza have started in more than 20 countries and are safe, according to the WHO, which has insisted on the value of inoculation despite the broadly mild symptoms of A(H1N1).",,news,,training,Irrelevant,"vaccinations against a h1n1 influenza have started in more than 20 countries and are safe, according to the who, which has insisted on the value of inoculation despite the broadly mild symptoms of a h1n1 .",205,36
18740,"* Some volunteers who worked in Yan Yao Temple, Phang Nga Province developed frost bites from dry ice to maintain temperature of corpses.",,news,,training,Situational Awareness,"some volunteers who worked in yan yao temple, phang nga province developed frost bites from dry ice to maintain temperature of corpses.",135,22
18741,Kalimantan is again covered by a thick cloud of haze covering most parts of the island as a result of the present fires burning in primary and secondary tropical rain and peat forests and near surface coal deposits.,,news,,training,Situational Awareness,kalimantan is again covered by a thick cloud of haze covering most parts of the island as a result of the present fires burning in primary and secondary tropical rain and peat forests and near surface coal deposits.,215,38
18742,The fear of a massive decrease in fertility due to soil salinization has prompted many actors to carry out survey campaigns and careful monitoring of the local situation.,,news,,training,Irrelevant,the fear of a massive decrease in fertility due to soil salinization has prompted many actors to carry out survey campaigns and careful monitoring of the local situation.,170,28
18743,The flooding has been caused by persistent heavy rains in neighbouring countries and in some provinces of Mozambique over the past weeks.,,news,,training,Situational Awareness,the flooding has been caused by persistent heavy rains in neighbouring countries and in some provinces of mozambique over the past weeks.,137,22
18744,"The Vavuniya office was collecting supplies, loading lorries, and moving in to support it's neighbours in the North and East.",,news,,training,Irrelevant,"the vavuniya office was collecting supplies, loading lorries, and moving in to support it's neighbours in the north and east.",125,20
18745,"However, a possible increase is anticipated during the rainy season, mainly related to inadequate shelter, which exposes people to mosquitoes and creates mosquito infestations in damaged water facilities.",,news,,training,Situational Awareness,"however, a possible increase is anticipated during the rainy season, mainly related to inadequate shelter, which exposes people to mosquitoes and creates mosquito infestations in damaged water facilities.",204,28
18746,"Health kits for 100,000 people, water containers for 10,000 families, paediatric medicines and other supplies are now being stored in Andkhoy, northern Afghanistan, for distribution.",,news,,training,Resource Requests,"health kits for 100,000 people, water containers for 10,000 families, paediatric medicines and other supplies are now being stored in andkhoy, northern afghanistan, for distribution.",182,25
18747,"The UN official spent about 40 minutes at the sprawling camp, talking to haggard, ill-fed refugees living under plastic sheets without drinking water, sanitation facilities and defences against biting cold.",,news,,training,Critical Rescue,"the un official spent about 40 minutes at the sprawling camp, talking to haggard, ill-fed refugees living under plastic sheets without drinking water, sanitation facilities and defences against biting cold.",206,30
18750,The situation was improved following the removal of filth in the Golden nullah.,,news,,training,Irrelevant,the situation was improved following the removal of filth in the golden nullah.,79,13
18751,"ROXAS CITY, Capiz, 13 March (PIA6) - At least four kinds of Japan - based emergency and rehabilitation assistance were received by the municipal government of Panay in the aftermath of supertyphoon Yolanda in the province.",,news,,training,Situational Awareness,"roxas city, capiz, 13 march pia6 - at least four kinds of japan - based emergency and rehabilitation assistance were received by the municipal government of panay in the aftermath of supertyphoon yolanda in the province.",220,36
18753,"Since its founding in 1997, Uplift International has developed and implemented programs in health and human rights, humanitarian assistance, maternal and child health, telemedicine, and medical educational exchanges in Southeast Asia.",,news,,training,Irrelevant,"since its founding in 1997, uplift international has developed and implemented programs in health and human rights, humanitarian assistance, maternal and child health, telemedicine, and medical educational exchanges in southeast asia.",234,31
18754,"IAF has responded by providing logistical support to the wereda DPP Committee to deliver food to the worst affected PAs, and has also provided 15kg rations on a community-based distribution system to 3,000 targeted children in these communities.",,news,,training,Irrelevant,"iaf has responded by providing logistical support to the wereda dpp committee to deliver food to the worst affected pas, and has also provided 15kg rations on a community-based distribution system to 3,000 targeted children in these communities.",245,38
18755,Thousands of aftershocks have shaken Sichuan since the 8.0-magnitude quake in May along the Longshan geological fault.,,news,,training,Situational Awareness,thousands of aftershocks have shaken sichuan since the 8.0-magnitude quake in may along the longshan geological fault.,118,17
18756,Floodwater in the area is passing through 30 small bridges built over the waterway serving as stormwater drain.,,news,,training,Situational Awareness,floodwater in the area is passing through 30 small bridges built over the waterway serving as stormwater drain.,111,18
18757,"Common maladies: cold, diarrhea, bronchial infections, body aches, ear infection etc.",,news,,training,Irrelevant,"common maladies cold, diarrhea, bronchial infections, body aches, ear infection etc.",84,11
18760,"Rice plants grown using these improved seeds can survive between 12 and 14 days when completely submerged underwater, compared with traditional rice varieties that can only endure three or four days of submersion.",,news,,training,Irrelevant,"rice plants grown using these improved seeds can survive between 12 and 14 days when completely submerged underwater, compared with traditional rice varieties that can only endure three or four days of submersion.",213,33
18761,"Due to less cloudiness and relatively clearer skies in GB, glacier melt rate will be higher.",,news,,training,Irrelevant,"due to less cloudiness and relatively clearer skies in gb, glacier melt rate will be higher.",92,16
18762,"23 MARCH 2012 - From 1 January to 11 March (epidemiologic week 10), outbreaks of meningococcal disease has been reported in 15 districts in Benin, Burkina Faso, Chad, CÃ´te d'Ivoire and Ghana (see table below1).",,news,,training,Irrelevant,"23 march 2012 - from 1 january to 11 march epidemiologic week 10 , outbreaks of meningococcal disease has been reported in 15 districts in benin, burkina faso, chad, cã te d'ivoire and ghana see table below1 .",209,38
18763,"Last year, at least 200 people were killed and more than 260,000 displaced when heavy rains pounded the region, flooding rivers that quickly attracted large numbers of crocodiles, forcing survivors to cling to trees to escape being eaten.",,news,,training,Critical Rescue,"last year, at least 200 people were killed and more than 260,000 displaced when heavy rains pounded the region, flooding rivers that quickly attracted large numbers of crocodiles, forcing survivors to cling to trees to escape being eaten.",238,38
18764,"But he said ""overcrowded and desperate, it is virtually impossible to provide assistance without provoking a possibly life-threatening stampede.""",,news,,training,Critical Rescue,"but he said overcrowded and desperate, it is virtually impossible to provide assistance without provoking a possibly life-threatening stampede.",143,19
18765,"Central Public Health teams, including epidemiologists and experts in malaria and leptospirosis, are assisting the State health authorities in instituting appropriate public health measures.",,news,,training,Irrelevant,"central public health teams, including epidemiologists and experts in malaria and leptospirosis, are assisting the state health authorities in instituting appropriate public health measures.",190,24
18766,"According to the state flood control and drought relief division, weather forecasts predict this season's floods will be much bigger than previous years.",,news,,training,Situational Awareness,"according to the state flood control and drought relief division, weather forecasts predict this season's floods will be much bigger than previous years.",153,23
18767,"In the latter part of September, the engineers conducted WATSAN assessments to determine the needs for additional toilets, drainage improvements, water supply sources and other facilities.",,news,,training,Irrelevant,"in the latter part of september, the engineers conducted watsan assessments to determine the needs for additional toilets, drainage improvements, water supply sources and other facilities.",188,26
18771,"Three kilometers south, in Hikkaduwa, the wave height was just two to three meters, traveled only 50 meters inland and caused no deaths.",,news,,training,Critical Rescue,"three kilometers south, in hikkaduwa, the wave height was just two to three meters, traveled only 50 meters inland and caused no deaths.",136,23
18772,UNHCR's Human Resources Service is currently developing an approach that would allow staff reductions to be implemented with as little hardship as possible.,,news,,training,Irrelevant,unhcr's human resources service is currently developing an approach that would allow staff reductions to be implemented with as little hardship as possible.,156,23
18773,"It had also published articles on greenhouse gas emissions, and completed a study regarding the need to build capacity for mining, agriculture, water resources, sanitation, environmental conservation and combating desertification.",,news,,training,Irrelevant,"it had also published articles on greenhouse gas emissions, and completed a study regarding the need to build capacity for mining, agriculture, water resources, sanitation, environmental conservation and combating desertification.",230,30
18774,"Acute malnutrition rates as high as 25 percent in areas experiencing food shortages due to the drought have left children highly susceptible to waterborne illnesses including cholera, notes a November [statement](http://fieldnotes.unicefusa.org/2013/11/angola-namibia-worst-drought-30-years.html) from the UN Children's Fund (UNICEF).",,news,,training,Situational Awareness,"acute malnutrition rates as high as 25 percent in areas experiencing food shortages due to the drought have left children highly susceptible to waterborne illnesses including cholera, notes a november statement from the un children's fund unicef .",247,38
18775,"In Sukhbaatar an estimated 60 per cent (4,000 hectares) of pasture was devastated by rodents and grassfires earlier this year, and at present 80 per cent of the province is dry.",,news,,training,Situational Awareness,"in sukhbaatar an estimated 60 per cent 4,000 hectares of pasture was devastated by rodents and grassfires earlier this year, and at present 80 per cent of the province is dry.",175,31
18776,"The problem is particularly acute in the southern enclave of Aftout, which has suffered six successive poor harvests.",,news,,training,Irrelevant,"the problem is particularly acute in the southern enclave of aftout, which has suffered six successive poor harvests.",117,18
18777,The 50 international hospital staff lived in a tent city and sweltered in temperatures of 45 degrees celsius.,,news,,training,Irrelevant,the 50 international hospital staff lived in a tent city and sweltered in temperatures of 45 degrees celsius.,109,18
18780,Blizzards have swept across the country with temperatures falling in some places to minus 46 degrees Celsius.,,news,,training,Situational Awareness,blizzards have swept across the country with temperatures falling in some places to minus 46 degrees celsius.,109,17
18781,What impact did the poor rains and desert locusts have on the conditions of pastures and animals?,,news,,training,Situational Awareness,what impact did the poor rains and desert locusts have on the conditions of pastures and animals?,97,17
18782,"Along the way, from the altitude of 2.700m, it was possible to recognize a volcanic plume, grey and black.",,news,,training,Irrelevant,"along the way, from the altitude of 2.700m, it was possible to recognize a volcanic plume, grey and black.",106,19
18783,"Because weather conditions are deteriorating, flood victims need blankets to protect themselves against dampness and falling temperatures.",,news,,training,Resource Requests,"because weather conditions are deteriorating, flood victims need blankets to protect themselves against dampness and falling temperatures.",138,17
18784,"Before recent events, this was already leaving 5 million people, around 20 per cent of the population, at risk of severe food shortages and depleted coping mechanisms.",,news,,training,Irrelevant,"before recent events, this was already leaving 5 million people, around 20 per cent of the population, at risk of severe food shortages and depleted coping mechanisms.",167,27
18785,"The wheat harvest was satisfactory, but the paddy and cotton were particularly affected.",,news,,training,Irrelevant,"the wheat harvest was satisfactory, but the paddy and cotton were particularly affected.",88,13
18787,"The local office of the Meteorology, Climatology and Geophysics Agency (BMKG) predicted strong winds of 30 to 35 kilometers per hour in speed, with thunder and lightning due to cumulus nimbus clouds continuing to hit the province until the end of this month.",,news,,training,Situational Awareness,"the local office of the meteorology, climatology and geophysics agency bmkg predicted strong winds of 30 to 35 kilometers per hour in speed, with thunder and lightning due to cumulus nimbus clouds continuing to hit the province until the end of this month.",256,43
18790,"Australian Aid International (AAI) has now deployed its DART (Disaster Assessment Response Team) to the Island of Java to appraise the situation after an earthquake of 6.2 magnitude struck just after dawn yesterday, causing hundreds of houses to collapse and cutting electricity and telephone services in the region around Yogyakarta .",,news,,training,Situational Awareness,"australian aid international aai has now deployed its dart disaster assessment response team to the island of java to appraise the situation after an earthquake of 6.2 magnitude struck just after dawn yesterday, causing hundreds of houses to collapse and cutting electricity and telephone services in the region around yogyakarta .",331,51
18791,The strength of upper air easterlies was also below normal.,,news,,training,Situational Awareness,the strength of upper air easterlies was also below normal.,59,10
18792,"With the cooperation of First Hawaiian Bank, the Center immediately established the East-West Center Tsunami Relief Fund to distribute donations to non-profit organizations joining in tsunami relief efforts in the affected areas.",,news,,training,Situational Awareness,"with the cooperation of first hawaiian bank, the center immediately established the east-west center tsunami relief fund to distribute donations to non-profit organizations joining in tsunami relief efforts in the affected areas.",229,32
18793,The force of the water broke the river's banks on reaching the lowland plains of Govuro district and caused widespread flooding as it met the resistance of the sea at its mouth.,,news,,training,Situational Awareness,the force of the water broke the river's banks on reaching the lowland plains of govuro district and caused widespread flooding as it met the resistance of the sea at its mouth.,177,32
18794,The current frost and drought conditions in the highlands of PNG have been more prolonged than ever before.,,news,,training,Situational Awareness,the current frost and drought conditions in the highlands of png have been more prolonged than ever before.,107,18
18795,"Although the drought has lasted several years in this region, monsoon failure is a common occurance in Kutch and most of the area has saline groundwater, leaving few parts of the province with usable drinking water.",,news,,training,Situational Awareness,"although the drought has lasted several years in this region, monsoon failure is a common occurance in kutch and most of the area has saline groundwater, leaving few parts of the province with usable drinking water.",215,36
18796,"This is the second time in four months that Tanzania was caught napping by disasters after more than 200 people died in September after a ferry sunk off the coast of Nungwi village, leaving Tanzania battling its worst maritime disaster in 15 years.",,news,,training,Critical Rescue,"this is the second time in four months that tanzania was caught napping by disasters after more than 200 people died in september after a ferry sunk off the coast of nungwi village, leaving tanzania battling its worst maritime disaster in 15 years.",248,43
18797,"The Partnership moves way beyond the traditional approach taken by the Red Cross to post disaster reconstruction programmes, explains Al Panico, the International Federation's head of delegation in Sri Lanka.",,news,,training,Irrelevant,"the partnership moves way beyond the traditional approach taken by the red cross to post disaster reconstruction programmes, explains al panico, the international federation's head of delegation in sri lanka.",208,30
18800,"Having completed 10,000 transitional shelters in more than 200 villages in Aceh and Nias Island, and with 10,000 more in various stages of completion, the Red Cross Red Crescent is stepping up its community outreach programme to reinforce the initiative of outstanding beneficiaries like Darnita.",,news,,training,Irrelevant,"having completed 10,000 transitional shelters in more than 200 villages in aceh and nias island, and with 10,000 more in various stages of completion, the red cross red crescent is stepping up its community outreach programme to reinforce the initiative of outstanding beneficiaries like darnita.",296,45
18801,"According to the WHO, cholera, spread by contaminated water and food, is an acute intestinal infection caused by the bacterium vibrio cholera.",,news,,training,Irrelevant,"according to the who, cholera, spread by contaminated water and food, is an acute intestinal infection caused by the bacterium vibrio cholera.",142,22
18802,"It was the culmination of several years of decreasing vaccination coverage due to rising insecurity, decreased access, difficult terrain and harsh winters that cut off thousands of villages.",,news,,training,Irrelevant,"it was the culmination of several years of decreasing vaccination coverage due to rising insecurity, decreased access, difficult terrain and harsh winters that cut off thousands of villages.",190,28
18803,It was with sadness that UNHCR learned yesterday of the drownings of some 47 Ethiopians in a boat capsizing incident on Lake Malawi.,,news,,training,Critical Rescue,it was with sadness that unhcr learned yesterday of the drownings of some 47 ethiopians in a boat capsizing incident on lake malawi.,132,23
18804,"We are the world's breadbasket, with the mightiest farmers.",,news,,training,Irrelevant,"we are the world's breadbasket, with the mightiest farmers.",59,9
18805,"After October 1, they would steadily recede in all Delta areas until October 12, when the last dangerous tides of the year, between October 13 and 18, would prevent waters from draining into the sea, just as they have late this month.",,news,,training,Situational Awareness,"after october 1, they would steadily recede in all delta areas until october 12, when the last dangerous tides of the year, between october 13 and 18, would prevent waters from draining into the sea, just as they have late this month.",234,42
18806,"Once temperatures increase in these areas (usually in about March), egg-laying and hatching will occur and a large number of hopper bands could form.",,news,,training,Irrelevant,"once temperatures increase in these areas usually in about march , egg-laying and hatching will occur and a large number of hopper bands could form.",148,25
18807,The Indian Meteorological Department (IMD) says the tremors measured between 3.5 and 4.6 on the Richter scale.,,news,,training,Situational Awareness,the indian meteorological department imd says the tremors measured between 3.5 and 4.6 on the richter scale.,108,17
18810,"Combined cold air currents and strong easterly winds over Thua Thien Hue and stretching as far south as Khanh Hoa, have caused such heavy rainfall that the central provinces of Vietnam are facing a renewed bout of floods.",,news,,training,Situational Awareness,"combined cold air currents and strong easterly winds over thua thien hue and stretching as far south as khanh hoa, have caused such heavy rainfall that the central provinces of vietnam are facing a renewed bout of floods.",221,38
18811,"It's situation critical in northern Pakistan, as wintry weather descends on families without adequate cold-weather shelter in the mountainous regions rocked by October's 7.6-magnitude earthquake.",,news,,training,Volunteering and Donations,"it's situation critical in northern pakistan, as wintry weather descends on families without adequate cold-weather shelter in the mountainous regions rocked by october's 7.6-magnitude earthquake.",195,25
18812,"The tsunami occurred at a time when the area was beginning to recover from over three years of drought, periodic floods and chronic insecurity.",,news,,training,Situational Awareness,"the tsunami occurred at a time when the area was beginning to recover from over three years of drought, periodic floods and chronic insecurity.",143,24
18813,* The relief operation will not be delayed as a result of extreme winter conditions,,news,,training,Situational Awareness,the relief operation will not be delayed as a result of extreme winter conditions,81,14
18815,This includes disease surveillance to control epidemics and outbreaks.,,news,,training,Irrelevant,this includes disease surveillance to control epidemics and outbreaks.,70,9
18817,"Through U.S. non-governmental partners, the United States is already providing immediate assistance in the form of badly needed antibiotics to prevent the spread of water-borne illness.",,news,,training,Irrelevant,"through u.s. non-governmental partners, the united states is already providing immediate assistance in the form of badly needed antibiotics to prevent the spread of water-borne illness.",185,26
18820,Instrumentation at these reactors began to indicate rising temperatures at their spent fuel pools starting on 14 March.,,news,,training,Irrelevant,instrumentation at these reactors began to indicate rising temperatures at their spent fuel pools starting on 14 march.,119,18
18821,"Hubei has launched a fund drive within the province, raising RMB 37 million (CHF 6.6 million) and RMB 13.8 million (CHF 2.4 million) of in-kind donations.",,news,,training,Irrelevant,"hubei has launched a fund drive within the province, raising rmb 37 million chf 6.6 million and rmb 13.8 million chf 2.4 million of in-kind donations.",150,26
18822,A succession of strong earthquakes shook the eastern part of the Indonesian province of Central Sulawesi on 14 and 15 May.,,news,,training,Situational Awareness,a succession of strong earthquakes shook the eastern part of the indonesian province of central sulawesi on 14 and 15 may.,122,21
18823,"The cutter was put in the centre of the village so everyone can use it, and we've trained people to mix fodder with silage and hay to give the animals are more balanced diet.",,news,,training,Irrelevant,"the cutter was put in the centre of the village so everyone can use it, and we've trained people to mix fodder with silage and hay to give the animals are more balanced diet.",174,34
18824,"In Rajanpur, 60,000 cusecs of water in Kaha Sultan hill torrent inundated Lalgarh area inhabited by Gorchani Baloch tribe and dozens of villages, damaging standing crops.",,news,,training,Critical Rescue,"in rajanpur, 60,000 cusecs of water in kaha sultan hill torrent inundated lalgarh area inhabited by gorchani baloch tribe and dozens of villages, damaging standing crops.",170,26
18825,"The work of the UN in response to the floods disaster in Malawi has been possible, thanks to the contributions of DFID, the government of Norway and Flanders.",,news,,training,Situational Awareness,"the work of the un in response to the floods disaster in malawi has been possible, thanks to the contributions of dfid, the government of norway and flanders.",158,28
18826,The delay has caused problems in the clinics as some doctors had to prescribe medicines from the local market and the ARCS Kandahar had to request the Ministry of Public Health (MoPH) and other private traders for medicines.,,news,,training,Irrelevant,the delay has caused problems in the clinics as some doctors had to prescribe medicines from the local market and the arcs kandahar had to request the ministry of public health moph and other private traders for medicines.,222,38
18827,"NEW YORK, 21 September 2007 - The exceptionally heavy seasonal rains have displaced large populations in the West and Central African regions.",,news,,training,Critical Rescue,"new york, 21 september 2007 - the exceptionally heavy seasonal rains have displaced large populations in the west and central african regions.",142,22
18830,"I had a bird's eye view of that devastation when I flew from Ahmedabad to Bhuj by helicopter on Sunday, two days after the quake.",,news,,training,Situational Awareness,"i had a bird's eye view of that devastation when i flew from ahmedabad to bhuj by helicopter on sunday, two days after the quake.",129,25
18831,"People's livelihoods have been totally devastated, NADMO's Amoo told IRIN.",,news,,training,Irrelevant,"people's livelihoods have been totally devastated, nadmo's amoo told irin.",74,10
18832,"At least 66 people were killed in the 1994 eruption, mostly by the outpouring of superheated hot ash and other volcanic materials.",,news,,training,Critical Rescue,"at least 66 people were killed in the 1994 eruption, mostly by the outpouring of superheated hot ash and other volcanic materials.",130,22
18833,Residents had spent the night outside their houses fearing aftershocks.,,news,,training,Situational Awareness,residents had spent the night outside their houses fearing aftershocks.,71,10
18834,"The appearance of lava domes on April 28 was another signal the cone-shaped volcano could erupt any day, with its top growing as magma was being trapped in a reservoir 1.5 kilometres below the summit.",,news,,training,Irrelevant,"the appearance of lava domes on april 28 was another signal the cone-shaped volcano could erupt any day, with its top growing as magma was being trapped in a reservoir 1.5 kilometres below the summit.",200,35
18835,"With aid budgets, at best uncertain, amidst the global downturn, a relatively new approach to relief work called ""early warning, early action"" will save more lives per dollar, says the report, published every year since 1993.",,news,,training,Irrelevant,"with aid budgets, at best uncertain, amidst the global downturn, a relatively new approach to relief work called early warning, early action will save more lives per dollar, says the report, published every year since 1993.",223,36
