clean_text,target_label,split,is_synthetic
Shelter needed 4 12 families in Chhota Nagpur. We r running out of tents. Please help! #JharkhandFloods,Resource Requests,train,True
Babysitting equipment desperately needed in Sikkim. 30 kids orphaned after landslide. Please send nappies etc ASAP! @SikkimFloodRelief,Resource Requests,train,True
@GovernmentOfIndia pls do something about the fires in Odisha! We need firefighters & equipment NOW! #OdishaFires,Resource Requests,train,True
We r organizing a relief camp in Assam. Need help w/ food & water. Plz contribute via paytm: 9876543210 #AssamFloods,Resource Requests,train,True
Group of 12 need baby formula & diapers. We r in flood-hit areas of Tripura. Please help! #TripuraFloods,Resource Requests,train,True
"Need rescue team @NDRF @IAF to come 2 Ramban, Jammu & Kashmir. 50 ppl trapped under debris. PLEASE HELP! #JammuFloods #RambanRescue",Resource Requests,train,True
URGENT NEED 4 WATER & FOOD @RedCross pls send help 2 150 ppl stuck in downtown Miami FL #HurricaneHelp #MiamiFloods,Resource Requests,train,True
"NEED BABY SUPPLIES 4 10 babies @NDRF pls send diapers, formula, & baby food 2 123 Main St, Queens NY ASAP #NYCFloods #HurricaneRelief",Resource Requests,train,True
"PLEASE HELP!! NEED SHADY AREA RESCUE 4 50 STRANDED in 1200 block of 6th St, Seattle WA #SeattleFloods #RescueNow",Resource Requests,train,True
"GROUP OF 12 NEED SHelter @NDRF pls send help 2 1450 Lake Shore Dr, Chicago IL ASAP #ChicagoFloods #ShelterNeeded",Resource Requests,train,True
"ITS @ 35 ppl WITH MEDICAL CONDITIONS NEED OXYGEN TANKS & MED SUPPLYS @RedCross pls send help 2 567 Cedar Ave, Brooklyn NY #NYCFloods #MedicalHelp",Resource Requests,train,True
"URGENT NEED 4 ELECTRICITY 4 100 HOMES @GridOperators pls send power crew 2 456 Oakwood St, Raleigh NC ASAP #NCFloods #PowerOutage",Resource Requests,train,True
"NEED TRANSPORTATION 4 250 SCHOlOL KIDS @SchoolBuses pls send buses 2 8900 Maple Ave, Dallas TX #DFWFloods #TransportHelp",Resource Requests,train,True
"PLEASE Send HELP 2 400 STRANDED 1N 2300 block of 9th St, New Orleans LA #NOLAFloods #Rescue",Resource Requests,train,True
"NEED UNOPENED BOXES OF DIAPERS & FORMULA 4 20 BABIES @DiaperBank pls send 2 shelter @ 1200 Maple Ave, Houston TX #HoustonFloods #BabySupplies",Resource Requests,train,True
"WE NEED CONTACT INFO @NDRF @RedCross PLZ send shelter coord 4 300 ppl STRANDED 1N 1500 block of 5th St, Atlanta GA #ATLFloods #RescueCoord",Resource Requests,train,True
"URGENT need water & food 4 50 ppl stuck in flooded Kalyani Nagar, Pune. @NDRF pls help! #MumbaiFloods",Resource Requests,train,True
"@RedCross group of 12 need shelter, blankets & medical aid in devastated parts of #KeralaFloods, near Perumbavoor.",Resource Requests,train,True
"PLEASE HELP! 12 families stuck in Thane Creek, Mumbai, water rising fast. @NDRF send boats ASAP! #MaharashtraFloods",Resource Requests,train,True
"Plz donate baby formula, diapers & warm clothes 4 15 stranded kids in #HurricaneHelp areas of Houston, TX.",Resource Requests,train,True
"We need generator & medical equipment 4 elderly couple, Mrs. John & Mr. Paul, stuck in flooded streets of #TropicalStorm, near Baytown, TX.",Resource Requests,train,True
"@NDRF pls rescue 8 ppl trapped by rising waters in Khar, Mumbai. We need boats & ropes NOW! #MumbaiFloods",Resource Requests,train,True
"Group of 5 need oxygen & wheelchair for Mr. Kumar, diabetic patient, stuck in flooded #OdishaFloods areas of Bhubaneswar.",Resource Requests,train,True
@RedCross pls send teams with rescue dogs & first aid kits to #KeralaFloods areas of Kochi ASAP. Many ppl stranded!,Resource Requests,train,True
"URGENT need food, water & shelter 4 30 refugees in flooded camps near #HurricaneMaria hit areas of Puerto Rico.",Resource Requests,train,True
We have 15 ppl w/chronic health issues stuck in flooded #FloodRelief areas of Chennai. Pls send medical teams & equipment ASAP! #TamilNaduFloods,Resource Requests,train,True
"we r 12 ppl stranded in houston, pls send transport 2 pick us up from 145th & westheimer",Resource Requests,train,True
"EMERGENCY HELP NEEDS @RedCross, a group of seniors at oakwood nursing home in orlando need FOOD & MEDICAL SUPPLIES ASAP!",Resource Requests,train,True
PLEASE SEND WATER TO 123 MAIN ST in katrina ravaged new orleans we r running out,Resource Requests,train,True
group of 5 need rescue from submerged apartment at 456 e 7th ST in fargo flood zone,Resource Requests,train,True
"@NDRF, we r a family of 4 w 2 kids 5 & 7 stranded on roof @ 78th st & 15th ave in typhoon hit taipei NEED HELP ASAP",Resource Requests,train,True
PLEASE HELP us deliver BABY SUPPLIES 2 200 affected families in sydney bushfires zone,Resource Requests,train,True
we r running out of MEDICAL OXYGEN @ 135 s broadway in san diego NEED HELP ASAP @RedCross,Resource Requests,train,True
NEED SHOWER TENTS 4 displaced families @ 145 e 23rd st in hurricane harvey hit houston,Resource Requests,train,True
PLEASE DONATE POWER GENERATORS 2 our team in ravaged manila NEED IT 2 RECHARGE MEDICAL MACHINES,Resource Requests,train,True
"we need URGENT HELP @RedCross, family of 3 w special needs child, stuck in 3rd floor apt 425 park ave in hurricane michael hit FLORIDA",Resource Requests,train,True
"HELP NEEDED in Lakewood, OH, 50 ppl stranded at 123 Main St need water & food ASAP #HurricaneHelp @RedCross",Resource Requests,train,True
"group of 12 need rescue @NDRF pls send help 2 45th St, Mumbai, we r stuck #MumbaiFloods",Resource Requests,train,True
"@UNICEF pls send baby supplies 2 New Orleans, 20 babies need diapers, food, water #HurricaneHelp",Resource Requests,train,True
"WE NEED DOCTORS @AmericanRedCross pls send medical aid 2 145 Bhatpara, Kolkata, its 3am & people r suffering #KolkataFlood",Resource Requests,train,True
"plz help us @FEMA we r stuck in our home in Houston, 2 floors underwater #HurricaneHelp",Resource Requests,train,True
"need generators to save 100 lives @USArmy pls send help 2 456 Riverside, Bengaluru, hospitals r down #BengaluruPower",Resource Requests,train,True
"@WorldFoodProgramme pls send non-perishable food 2 123/456, Bhubaneswar, we r running out of food #OdishaFlood",Resource Requests,train,True
"plz send rescue team @IAF pls help 60 ppl trapped 2 2/3rd floor, Mumbai, buildings r collapsing #MumbaiBuildingCollapse",Resource Requests,train,True
"urgent need for water @WHO pls send 2000 bottles 2 345/678, Hyderabad, we r almost out #TelanganaFlood",Resource Requests,train,True
"@NDRF team pls send help 2 901 Sengupta St, Kolkata, 12 ppl r injured, need medical aid & shelter #KolkataFlood",Resource Requests,train,True
"PLZ HELP! @RedCross I'm stuck in #FloodedBengaluru, 12 of us need shelter & food! 09686660226, 09686663294",Resource Requests,train,True
"URGENT! @NDRF a group of 12 need MEDICAL SUPPLIES including insulin & oxygen tanks in #TyphoonHit Manila, please help!",Resource Requests,train,True
"NEED TRUCK LOAD OF WATER in #HurricaneMatthew hit area, multiple families need drinking water ASAP, @DNR pls help!",Resource Requests,train,True
"PLEASE HELP! my mom in #KeralaFloods area needs baby formula & diapers, her 9month old is running out of supply, @RedCross pls assist",Resource Requests,train,True
"GROUP OF 5 NEED RESCUE in #LandslideHit area of #Nepal, pls DM @NDRF for co-ordination, its getting dark",Resource Requests,train,True
"PLEASE DOUBLE THE HELP FOR #PuertoRico, ppl are struggling to survive, pls send more food & med supplies, @UNICEF pls help",Resource Requests,train,True
"WE NEED GEN SETS to power our hospital in #EarthquakeHit area, patients in need of critical care, pls @WHO pls arrange ASAP",Resource Requests,train,True
"NEED FOOD & WATER for 20 families in #Flooding area of #Bangladesh, please donate via @ICRC pls help",Resource Requests,train,True
"PLEASE SHARE this message, we need HELP in #TsunamiHit area of #Indonesia, multiple neighborhoods underwater, @NDRC pls assist",Resource Requests,train,True
"NEED RESCUE VEHICLES in #FloodedHouston, several homes inaccessible, pls @FEMA pls provide ASAP, ppl need help NOW",Resource Requests,train,True
URGENT HELP NEEDED 4 20 families in flood hit kerala need shelter pls contact @NDRF for assistance #KeralaFloods,Resource Requests,train,True
@RedCross pls send medical aid to 1000 people in ravaged mumbai slums have no access to healthcare #MumbaiFloods,Resource Requests,train,True
"Kerala Floods: need group of 12 need food, water, candles, & sanitary pads @OxfamIndia pls arrange ASAP #KeralaFloods",Resource Requests,train,True
PLEASE HELP 10 families in New Orleans need baby food & strollers pls donate @SalvationArmyUS #HurricaneHelp,Resource Requests,train,True
@USAID pls send generators 2 power 100 homes in Puerto Rico have been without electricity for weeks #HurricaneMaria,Resource Requests,train,True
@DisasterRelief pls arrange for transport 2 evacuate elderly & children from flooded areas in Bangladesh #BangladeshFloods,Resource Requests,train,True
need volunteers 2 help 500 people in Texas with food & water @AmericanRedCross pls contact #HurricaneHarvey,Resource Requests,train,True
GROUP OF 30 NEED SHELTER in flooded Kerala pls help arrange tents & blankets @OxfamIndia pls #KeralaFloods,Resource Requests,train,True
@UNICEF pls send medical supplies 2 treat 200 children with waterborne diseases in Yemen #YemenCrisis,Resource Requests,train,True
"PLEASE SHARE 1,000 people in Kerala need rescue from stranded boats pls contact @NDRF #KeralaFloods",Resource Requests,train,True
"PLEASE HELP! 25 stranded ppl in our apt bldg in downtown Miami, need emergency food & water ASAP #MiamiHurricane #Help",Resource Requests,train,True
"URGENT - 300 ppl stuck in flooded homes in Kolkata, need immediate shelter & rescue! @WestBengalGovt @NDMAIndia #KolkataFlood #Rescue",Resource Requests,train,True
"GROUP OF 12 NEED POWER GENERATORS in coastal Andhra Pradesh, can't live without electricity 4 more days! pls donate #AndhraFloods #PowerForAll",Resource Requests,train,True
"URGENT: 15 ppl in need of medical aid @ hospital in Jammu, no doctors or nurses available pls send help! #JammuFlood #MedicalAid",Resource Requests,train,True
PLEASE SHARE - our community in flood-hit Odisha needs 500 life jackets 4 kids under 5 pls help us #OdishaFlood #LifeJackets,Resource Requests,train,True
"WE R STUCK ON 4TH FLOOR OF BUILDING IN SURAT, NEED 4 RESCUE URGENT - pls contact @SuratMunicipal @GujaratGov #SuratFlood #RescueMe",Resource Requests,train,True
"PLEASE SEND TROOPS TO FLOOD-HIT RAJASTHAN, THOUSANDS OF MUSLIM LIVES ARE AT RISK #RajasthanFlood #HelpUs",Resource Requests,train,True
"PLEASE DONATE BABY SUPPLIES - we r in urgent need of diapers, formula & toys 4 20 kids in flooded community center in Assam #AssamFlood #BabySupplies",Resource Requests,train,True
WE R 200 LOCALS IN NEED OF TRANSPORT - can u pls arrange 4 us to move to higher ground ASAP? #FloodRelief #HelpUs,Resource Requests,train,True
"NEED CONTACT INFO OF GOVT AGENCIES IN BENGALURU, CAN'T FIND ANYONE 2 TALK 2 #BengaluruFlood #ContactUs",Resource Requests,train,True
"PLEEZ HELP! group of 12 people stuck in flooded apt bldg in Manhattan, NY - 3 babies, 2 elderly & 1 diabetic need rescue ASAP #NYCfloods @NYC_DCP @FEMA ppls stuck in apt 505 at 555 5th ave",Resource Requests,train,True
"URGENT! NEED FOOD & WATER for 20+ people stranded in Rockaway Beach, QNS - pls send to 123 Beach 116th St #NYCfloods @NYC_FH @NYPD113pct",Resource Requests,train,True
"WHO can help w/ rescue of cat trapped in downed tree at 456 Cedar Ave, Brooklyn - owner is 75 yrs old & needs help ASAP #Brooklynfloods @NYC_AC @NYC_AnimalShelter",Resource Requests,train,True
"HELP WANTED: 25+ ppl need shelter in Queens - pls send blankets, sleeping bags & tarps to 123 31st Ave, Astoria #QueensRelief #NYCfloods @NYC_HH @QueensTrib",Resource Requests,train,True
"PLEASE HELP! group of 10 ppl stuck in flooded car on highway 101, S.F. - 6 people need food & water ASAP #SFfloods @SFEMERGENCY @CaltransHQ",Resource Requests,train,True
"URGENT! NEED MEDICAL SUPPLIES (EpiPen & insulin) for 2 ppl w/ serious conditions at 789 Ocean Ave, Boston - pls send ASAP #BostonFloods @BOSpublichealth @BostonEMSO",Resource Requests,train,True
ANYONE w/ truck or SUV pls HELP TAKE 12 ppl & their pets to shelter in New Orleans - pls meet us at 123 Canal St #NOLAFloods @NOLANews @NOEMA,Resource Requests,train,True
"HELP! 8 ppl need access to POWER generator at 456 5th St, Philadelphia - pls send ASAP #PhillyFloods @Phila_PWD @PECO",Resource Requests,train,True
"GROUP OF 5 ppl STRUGGLING 2 FIND BABY SUPPLIES (diapers & formula) in Charleston, SC - pls send to 123 King St ASAP #CharlestonFloods @CityCharleston @SCDHEC",Resource Requests,train,True
"WHO can provide TRANSPORTATION 4 group of 15 ppl to safety in Miami - pls send buses or vans to 123 NW 1st Ave, Overtown #MiamiFloods @Miami-Dade @FDOT_MIA",Resource Requests,train,True
pleeeeease send food & water 2 our neighborhood its been 3 days since we got last supplies & ppl r starting 2 get desperate #FloodVic,Resource Requests,train,True
"@NDRF we need rescue help in kerala floods! our streets r flooded, kids stuck at home, pls send help ASAP #KeralaFloods",Resource Requests,train,True
"group of 12 need shelter, medical aid & food in ravaged houston area pls DM us 4 details #HurricaneHelp",Resource Requests,train,True
"PLEASE HELP we r stranded in puerto rico no food, water, or electricity for 4 days help us!! #Maria",Resource Requests,train,True
my mum is stuck in hospital in flooded hong kong pls send help ASAP we cant get in to see her #HKFloods,Resource Requests,train,True
"PLEASE send baby supplies (diapers, milk, etc) 2 our shelter in new orleans #NOLA",Resource Requests,train,True
can someone pls lend us a generator in our neighborhood in sydney? our power went out & we r running out of food #NSWfloods,Resource Requests,train,True
we r in need of ambulance & medical supplies in cali wildfires pls send help ASAP to 123 main st #CaliforniaFires,Resource Requests,train,True
@RedCross can u pls send a team 2 our neighborhood in flooded bangkok? kids r getting sick w no medical aid #BangkokFloods,Resource Requests,train,True
PLEASE send petrol 2 our community in cyclone hit oz please help us 2 get food & water 2 our homes #CycloneYasi,Resource Requests,train,True
"PLEEASE HELP, 12 ppl in need of shelter in Delhi's slums, near Azadpur metro station, pls DM us.",Resource Requests,train,True
"URGENT HELP NEEDED 4 a family of 5 in flooded neighborhood, near Kerala's Karuvatta town, pls send food & water ASAP.",Resource Requests,train,True
"anyone in Calcutta with generators 4 sale? group of 30 ppl stranded in a hotel, need power for medical eqpt.",Resource Requests,train,True
"KeralaFloods need medical aid ASAP 4 elderly lady in Trissur, pls send nurses or doctors to 34-1A, Kalpatta Rd.",Resource Requests,train,True
"URGENT: need rescue team 2 reach 25 ppl stuck in the mountains near Shimla, near Hotel Shangri La, pls hurry!",Resource Requests,train,True
"WE NEED URGENTLY 2 rescue a kid with diabetes stuck in floodwaters near Guwahati's Kamakhya Rd, pls DM rescue team.",Resource Requests,train,True
"PLEEEASE HELP, group of 7 ppl need shelter 4 a month in flooded Delhi's Nizamuddin East area, pls send tents ASAP.",Resource Requests,train,True
"any Kolkata folks with 4-wheelers 4 sale? group of 15 ppl stuck in flooded neighborhood, need transport 2 hospital.",Resource Requests,train,True
"KeralaFloods pls help, a pregnant lady in need of medical aid, baby supplies, near Perumbavoor town, pls send help ASAP.",Resource Requests,train,True
"if u r in Mumbai & have a boat, pls DM, a group of 6 ppl need rescue 2 flooded area near Vikroli, near 16-A, Jyoti Niwas Building.",Resource Requests,train,True
"urgent need 4 medical aid in #PuertoRico San Juan, multiple ppl with broken bones, pls rt @RedCross @FEMA",Resource Requests,train,True
"Group of 12 need shelter ASAP, near Srinagar's Lal Chowk, freezing temp, pls help @NDRF",Resource Requests,train,True
"PLEASE HELP, water bottle urgently needed 4 5yr old child w/ severe dehydration in #Houston flood zone",Resource Requests,train,True
"Need generator ASAP, power out 4 entire block in #Florence, 100+ households affected @DukeEnergy",Resource Requests,train,True
"Stranded in #California wildfire, our group of 8 elderly ppl need oxygen tanks & medical aid @NWS",Resource Requests,train,True
"Need baby food & diapers ASAP, multiple families stranded in #HurricaneMaria devastated areas @SalvationArmyUS",Resource Requests,train,True
"Mob 91 70254 98876 near Mumbai's Dharavi slum, desperate need 4 food, shelter, & warm clothes @NGOIndia",Resource Requests,train,True
"PLEASE RT, need 20 water bottles & 10 tarpaulins ASAP in #Bangladesh flood hit areas @IOM_Bangladesh",Resource Requests,train,True
"Need help getting to 1st floor, elderly couple trapped in #TropicalStorm flooded apt in New Orleans, pls send help @NOAA",Resource Requests,train,True
"Urgent need 4 rescue, 3 families (including 2 infants) trapped in #Japan typhoon, pls contact 090 123 45678 @JapanDisasterRelief",Resource Requests,train,True
PLEASE HELP we r stranded in chennai with 15 kids and no food #ChennaiFloods @TN_Gov pls send aid,Resource Requests,train,True
GROUP OF 12 NEED MEDICAL AID in chandannagar Kolkata pls send ambulances and paramedics #KolkataRains #NDRF @WestBengalGov,Resource Requests,train,True
its been 3 days noone has delivered food to kerala anyone pls help? #KeralaFloods keralafloods keralafloodrelief,Resource Requests,train,True
HELP REQUIRED in orlando we lost power and water for our 5yr old son with asthma #HurricaneHelp @FEMA @RedCross,Resource Requests,train,True
"PLZ SEND FOOD AND WATER to 123, main st, mumbai 1weekold baby and pregnant mother need help #MumbaiRains @MumbaiPolice",Resource Requests,train,True
PLEASE SHARE this number 9849392830 we r 25 ppl stuck in delhi with no electricity #DelhiRain @NDMA @ArvindKejriwal,Resource Requests,train,True
KOLKATA RAINS NEED POWER REPAIRS in behala neighbourhood 1000s still without electricity #KolkataFloods @CESC Limited,Resource Requests,train,True
PLEASE HELP THE RESCUE EFFORT we r in a boat stuck in chennai need 5 more ppl to row to shore #ChennaiFloods,Resource Requests,train,True
WE NEED A GENERATOR ASAP in kolkata's gariahat neighbourhood for a dialysis patient #KolkataRains @RedCross,Resource Requests,train,True
GROUP OF 20 NEED TRANSPORTATION FROM MUMBAI TO PUNE anyone pls send help? #MumbaiPuneTrain @IndianRailways,Resource Requests,train,True
"PLEASE HELP 300 ppl stranded at VittalMallya Rd, Bangalore. Need food & water ASAP pls RT @CMOfKerala @IndianRedCross #BangaloreFloods",Resource Requests,train,True
"URGENT NEED 12 ppl (ages 0-5) need diapers & formula at Vashi, Navi Mumbai. Plz donate @RedCross @UNICEF #MumbaiRains",Resource Requests,train,True
ALUVA DISASTER HELP! 40 ppl (seniors & handicapped) need shelter & medical aid. Plz contact @NDRF @CMOfKerala #KeralaFloods,Resource Requests,train,True
"EMERGENCY CALL 100s of ppl trapped in our apartment complex in Bandra, Mumbai. Need rescue ASAP @MumbaiPolice @NDMA #BandraFloods",Resource Requests,train,True
"PLEASE DONATE FOOD & WATER 500 ppl at Sholinganallur, Chennai. Plz help @CMOfTamilNadu @RedCross #ChennaiFloods",Resource Requests,train,True
"NEED 4 DISINFECTANT SUPPLIES 20 babies at Govt hospital in Kakinada, Andhra Pradesh. Plz help @WHO @AndhraCM #CycloneBulbul",Resource Requests,train,True
"SOS! Need generators 4 power at our hospital in Varanasi. 300 patients, no power. Plz contact @CMOfUttarPradesh @WHO #VaranasiFloods",Resource Requests,train,True
"PLEASE HELP 150 families in Sivakasi, Tamil Nadu. Need tents & basic supplies. Plz donate @NGOHelp #SivakasiFloods",Resource Requests,train,True
EMERGENCY TRANSPORT 150 ppl (ages 5-65) need evacuation from our village in Odisha. Plz help @OdishaCM @NDRF #OdishaFloods,Resource Requests,train,True
GROUP OF 20 NEED BABYSITTING & CHILD CARE SERVICES at our shelter in Delhi. Plz help @CMOfDelhi @UNICEF #DelhiFloods,Resource Requests,train,True
EMERGENCY IN KASHMIR! NEED WATER & FOOD for 20 ppl in shaher-e-khaas neighbourhood. Plz help @NDRF #KashmirFloods,Resource Requests,train,True
"NEED URGENT HELP @RedCross We r stuck in 2nd floor of a building in Dharavi, mumbai. Babies & elderly r suffocating. Plz send rescue team ASAP! #MumbaiFloods",Resource Requests,train,True
"NEED POWER SUPPLY restored in our apartment block on 3rd Avenue, Bikaner. We r in the dark since yesterday night. Plz @BSNLIndia #PowerOutage",Resource Requests,train,True
"PLEASE HELP! We r a group of 12 families in Old City, Hyderabad, with elderly & kids. We need medical aid & shelter. @TelanganaGovt Pls Assist #HyderabadFloods",Resource Requests,train,True
NEED TRANSPORT to take kids to hospital in Thane. Our car was washed away in floods. Plz @MaharashtraSH help us @narendramodi #MumbaiFloods,Resource Requests,train,True
"GROUP EMERGENCY! We r 17 ppl @HotelShangrila, Srinagar. Need food & water ASAP. Plz @JammuKashmirGovt Help us #KashmirFloods",Resource Requests,train,True
NEED BABY SUPPLIES & MEDICAL AID for 5 newborns in a hospital in Bhopal. We r running low on milk & diapers. Plz @BhopalMunicipal #BhopalFloods,Resource Requests,train,True
EMERGENCY MEDICAL AID REQUIRED! Our 75-yr-old mom is stuck in home in flood-hit area of Lucknow. Plz @UPGovt & @WHO help us ASAP #LucknowFloods,Resource Requests,train,True
"NEED RESCUE TEAM to reach us in Pimpri-Chinchwad, Pune. We r 50 ppl stuck on rooftop since yesterday evening. Plz @PunePolice Help us #PuneFloods",Resource Requests,train,True
"WE R IN DANGER! Group of 12 seniors & kids need shelter & food in Jaffrey, Assam. Plz @AssamGovt Help us ASAP #AssamFloods",Resource Requests,train,True
"PLEASE HELP!!! Family of 4 stranded on 3rd floor of 15 Oak St, NYC need rescue NOW #HurricaneMariaRelief @FDNY @NYPD",Resource Requests,train,True
group of 12 need food water and shelter urgently in Chennai after Cyclone Nivar please send help #ChennaiFloods @RedCross @IndiaRedCross,Resource Requests,train,True
"PLEASE SEND BABY FOOD FORMULA ASAP! 3 month old baby girl at 145 Main St, LA needs urgent help #CaliforniaFires #BabySupplies",Resource Requests,train,True
"@NDRF pls send team to rescue 8 people including 2 elderly ppl stuck on 2nd floor of 27 Maple St, Houston after Harvey #HoustonFloods",Resource Requests,train,True
"urgent medical aid needed! 10 people injured at 12th Mile Stone, Kerala need immediate help #KeralaFloods @WHO @AIIMS",Resource Requests,train,True
@RedCross pls send water purification tablets and generators to flood affected areas of Sri Lanka ASAP #SriLankaFloods,Resource Requests,train,True
"need transport help! 20 ppl including 5 kids need evacuation from 45th St, Bangladesh after Cyclone Bulbul #CycloneBulbul",Resource Requests,train,True
"shelter needed for 30 people incl 10 kids at 23 Park Ave, NY after Hurricane Irma pls send tents and blankets #FloridaFloods",Resource Requests,train,True
"PLZ HELP! 80yr old man with diabetes stuck at 101 Elm St, Florida need medical aid and shelter ASAP #HurricaneSeason",Resource Requests,train,True
"need rescue team ASAP at 56 Ocean Dr, Australia after bushfire 17 ppl including 5 kids need immediate help #AustralianBushFire @NSWFire @RFS #RescueNeeded",Resource Requests,train,True
URGENT HELP NEEDED 4 50 ppl stranded in kuttipuram kerala need FOOD & WATER PLZZZ @NDRF @RedCross,Resource Requests,train,True
PLEASE HELP! WE NEED MEDICAL AID 4 10yr old boy injured in delhi flood need DR & EMERGENCY CARE @AIIMS @DelhiPolice,Resource Requests,train,True
GROUP OF 12 NEED HELP IN KOLKATA FLOODS NEED RESCUE TEAM 2 reach kolkata medical college @NDRF @WBPolice,Resource Requests,train,True
HELP MY MOM SHE HAS DIABETES NEED MEDICINE ASAP IN THIRUVANANTHAPURAM @RedCross @KeralaCM,Resource Requests,train,True
URGENT NEED POWER GENERATORS IN MUMBAI NEED LIGHT 4 our street @MaharashtraGov @MCGM,Resource Requests,train,True
NEED TRANSPORT 2 REACH KOCHI NEED HELP MOVING 20 ELDERLY PPL @ KeralaRoadSafety @NDRF,Resource Requests,train,True
PLEASE HELP WE NEED SHELTER 4 FAMILIES DISPLACED IN GUJARAT FLOOD NEED TENTS @IndiaRedCross @GujaratPolice,Resource Requests,train,True
NEED BABY SUPPLIES FOR 10 NEWBORNS IN ANDHRA PRADESH FLOOD NEED MILK & DIAPERS @APCM @NDRF,Resource Requests,train,True
WE NEED WATER PURIFICATION TABLETS IN ODISHA FLOOD NEED HELP PURIFYING WATER @OdishaCM @NDRF,Resource Requests,train,True
HELP WE NEED RESCUE TEAM IN VISAKHAPATNAM NEED HELP REACHING 15 PPL STRANDED @APCM @VisakhapatnamCity,Resource Requests,train,True
PLEASE HELP NEED FOOD WATER FOR 20 PEOPLE IN JAKARTA ITS BEEN 3 DAYS,Resource Requests,train,True
@RedCross @NDRF please send medical aid to KUALA LUMPUR STREET 14 ASAP 5 yr old with fever,Resource Requests,train,True
group of 12 need shelter in NEW ORLEANS DRY LAND ASAP pls DM,Resource Requests,train,True
just got news that hospital in DELHI is running out of oxygen & meds pls send help,Resource Requests,train,True
WE NEED GENERATORS ASAP IN BROOKLYN LOST POWER FOR 5 DAYS,Resource Requests,train,True
URGENT HELP NEEDED FOR PREGNANT WOMAN IN SYDNEY LOW OXYGEN,Resource Requests,train,True
need rescue team in MANILA FLOODS RISING FAST pls help,Resource Requests,train,True
@NDRF @DisasterRelief pls send baby supplies to HOUSTON 10 babies in need,Resource Requests,train,True
@RedCross @UNICEF pls coordinate HELP FOR 30 CHILDREN IN KATHMANDU ORPHANAGE,Resource Requests,train,True
pls help us get 50 tarpaulins to JAKARTA ROOFLESS HOUSES,Resource Requests,train,True
URGENT NEED FOR WATER TANKERS IN MUMBAI WATER SHORTAGE GETTING BADER,Resource Requests,train,True
PLEASE HELP we r stuck in ravenna neighborhood of mumbai w/no food 4 my 2 kids its been 2days,Resource Requests,train,True
"URGENT NEED: medical aid 4 my grandma 90yo in bengaluru, diabetes, pls help ASAP",Resource Requests,train,True
"group of 12 need shelter in delhi, 8 kids, 2 elderly, cant find any hotels or hostels",Resource Requests,train,True
"PLEASE HELP ppl trapped in katrina kaif rd in mumbai, need rescue ASAP",Resource Requests,train,True
"need transport 2 jharkhand 4 my family of 6, flooded in calcutta, pls help",Resource Requests,train,True
"URGENT NEED of water in noida, rani kund neighborhood, my family of 4 r running out",Resource Requests,train,True
"@RedCross pls donate funds 4 baby supplies in gujarat, 15 families affected, need diapers n milk",Resource Requests,train,True
help needed in edappally. PLEASE RT. cc #KeralaFloods - ppl in need of shelter 4 5 families,Resource Requests,train,True
"can someone pls provide power generator 2 my home in goa, been 3 days w/no electricity",Resource Requests,train,True
"@NDRF pls assist my family of 3 in hyderabad, medical supplies r needed ASAP, my son has asthma",Resource Requests,train,True
PLEASE HELP 100 ppl trapped in 2 apartment bldgs on 33rd St in Miami BEACH. NEED RESCUE 4kids & elderly ASAP #HurricaneMiami @RedCross,Resource Requests,train,True
"need 50 water bottles ASAP for 30 refugees in our shelter in Kathmandu, Nepal #NepalEarthquake Relief @RedCrossNepal",Resource Requests,train,True
"we r a group of 12 people stuck on a flooded street in Calicut, need help 2 transport 2 higher ground #KeralaFloods @NDRF",Resource Requests,train,True
PLZ send medical aid 2 10 year old boy hurt in tornado @OklahomaCity @AmericanRedCross,Resource Requests,train,True
food & shelter 4 150 ppl affected in hurricane #HurricaneIda @GovOfLouisiana,Resource Requests,train,True
"NEED POWER generator @ 3456 Oak St, New Orleans ASAP 4 50 elderly ppl #hurricaneidainfot",Resource Requests,train,True
baby supplies 4 1month old twins stuck in shelter in Houston need ASAP #HurricaneHarvey @AmericanRedCross,Resource Requests,train,True
"HELP ppl in my neighborhood 2 get to safety @EastEndStreets, Bangladesh #MangoCyclone @UNICEF",Resource Requests,train,True
water & food 4 400 ppl stuck at rooftop @ 1567 Ocean Dr in S Florida #FloridaHurricane #RedCross,Resource Requests,train,True
we r in need of generators & food @ 12 families stuck on 7th St in Puerto Rico #PuertoRico @UNWorldFoodProgram,Resource Requests,train,True
PLEASE HELP 150 PPL IN DIST 15 OF KATY TX WE R OUT OF WATER & FOOD #HurricaneHelp @RedCross @NDRF,Resource Requests,train,True
"need baby supplies (diapers, formula, etc) 4 15 families in affected areas in Puerto Rico plz DM me #PRFloods #NursingHelp",Resource Requests,train,True
water & medical aid urgently needed 4 a group of 12 stranded @ Sausalito Bridge #CaliforniaFloods #WaterCrisis,Resource Requests,train,True
"group of 12 need shelter, food & transport 2 safe zone in New Orleans pls DM me @NDRF #HurricaneHelp #NOLA",Resource Requests,train,True
anyone with generators 4 sale in affected areas in Kerala pls DM me we need 10 ASAP #KeralaFloods #Power,Resource Requests,train,True
WE NEED GLUTEN FREE FOOD IN SHELTER IN NEW ORLEANS IF U CAN HELP DM ME @RedCross #HurricaneHelp #GlutenFree,Resource Requests,train,True
